id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm275004,Bon Cop Bad Cop 2,MOVIE,Ward and Bouchard must face an important car theft ring that turns out to be a lot more than they bargained for: one where the stolen cars will serve as bombs in a well planned terrorist attack.,2017,,126,"['action', 'comedy', 'crime']",['CA'],,tt4738174,6.6,4272.0,10.66,6.342
tm270987,Sahara,MOVIE,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,2017,,86,"['comedy', 'romance', 'animation', 'family', 'drama', 'european']","['CA', 'FR']",,tt4466894,5.5,2918.0,13.896,5.9
tm429208,Next Gen,MOVIE,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",2018,PG,106,"['scifi', 'comedy', 'family', 'animation', 'action']","['CA', 'CN']",,tt7133686,6.6,18241.0,15.432,6.995
tm313712,Mom,MOVIE,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",2017,,147,"['drama', 'thriller', 'crime']",['IN'],,tt5690142,7.2,11061.0,10.114,7.626
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,"Comedians and writers Steve Martin and Martin Short perform a live comedy set with music by The Steep Canyon Rangers and jazz pianist, Jeff Babko, at the Peace Center in Greenville, South Carolina.",2018,,74,"['comedy', 'music']",['US'],,tt8075256,7.1,2925.0,5.481,6.615
ts83070,72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,['documentation'],['US'],1.0,tt8728268,6.6,517.0,9.592,5.7
tm405849,Flavors of Youth,MOVIE,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, follow the loss of youth and the daunting realization of adulthood. Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.",2018,PG-13,74,"['drama', 'romance', 'animation']","['CN', 'JP']",,tt8176578,6.6,7874.0,20.776,6.855
tm353046,Patton Oswalt: Annihilation,MOVIE,"Patton Oswalt, despite a personal tragedy, produces his best standup yet. Focusing on the tribulations of the Trump era and life after the loss of a loved one, Oswalt continues his journey to contribute joy to the world.",2017,,60,"['comedy', 'documentation']",['US'],,tt7026230,7.3,2450.0,3.836,7.139
tm370232,We the Animals,MOVIE,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",2018,R,90,['drama'],['US'],,tt7681824,6.9,4451.0,4.841,6.496
ts56038,Dave Chappelle,SHOW,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",2017,TV-MA,66,"['comedy', 'documentation']",['US'],1.0,tt6963504,8.7,2947.0,3.276,7.481
tm294581,The Clapper,MOVIE,Eddie Krumble works as a paid audience member for infomercials and experiences a whirlwind of overnight fame after a late-night talk show host publicizes his frequent infomercial appearances.,2018,R,89,"['comedy', 'drama']",['US'],,tt5461956,5.2,8300.0,11.743,4.832
ts80313,Bobby Kennedy for President,SHOW,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",2018,,61,"['documentation', 'drama']",['US'],1.0,tt8200004,8.2,1917.0,3.267,8.308
tm407295,Amateur,MOVIE,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,2018,R,96,"['drama', 'sport']",['US'],,tt5580392,5.9,4715.0,9.327,6.5
tm426274,The After Party,MOVIE,"When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right.",2018,,89,"['comedy', 'horror', 'music']",['US'],,tt3960240,5.8,4577.0,15.36,6.23
ts85034,Patriot Act with Hasan Minhaj,SHOW,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",2018,TV-MA,25,['comedy'],['US'],6.0,tt8080054,8.3,7690.0,8.796,7.038
ts55962,Dear White People,SHOW,"At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",2017,TV-MA,30,"['drama', 'comedy']",['US'],4.0,tt5707802,6.3,25795.0,19.636,6.285
tm323195,Sarah Silverman: A Speck of Dust,MOVIE,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",2017,,71,"['comedy', 'documentation']",['US'],,tt6948354,6.9,3841.0,5.565,6.897
tm315865,Laerte-se,MOVIE,"In this film, Laerte conjugates the body in the feminine, and scrutinizes concepts and prejudices. Not in search of an identity, but in search of un-identities. Laerte creates and sends creatures to face reality in the fictional world of comic strips as a vanguard of the self. And, on the streets, the one who becomes the fiction of a real character. Laerte, of all the bodies, and of none, complicates all binaries. In following Laerte, this documentary chooses to clothe the nudity beyond the skin we inhabit.",2017,,100,['documentation'],['BR'],,tt6791240,7.0,708.0,3.034,7.097
ts86949,The A List,SHOW,"Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",2018,TV-PG,27,"['drama', 'thriller', 'crime']",['GB'],2.0,tt9185110,5.4,3151.0,15.894,6.8
tm330005,The Happytime Murders,MOVIE,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",2018,R,91,"['comedy', 'fantasy', 'thriller', 'action', 'crime', 'european']","['CN', 'US']",,tt1308728,5.4,29165.0,17.792,5.741
tm238377,The Legacy of a Whitetail Deer Hunter,MOVIE,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,2018,,83,"['comedy', 'drama']",['US'],,tt4762824,5.5,4046.0,7.399,5.0
tm420800,"To Each, Her Own",MOVIE,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",2018,,95,"['comedy', 'drama', 'european']",['FR'],,tt15739130,5.4,1845.0,7.147,5.1
tm363329,Christmas Wedding Planner,MOVIE,"Wedding Planner, Kelsey Wilson, is about to have her big break: planning her beloved cousin's lavish and exclusive wedding. Everything is going smoothly until Connor McClane, a devilishly handsome private investigator, shows up and turns Kelsey's world upside-down. Hired by a secret source, Connor quickly disrupts the upcoming nuptials but wins Kelsey's heart in the process.",2017,PG,86,['romance'],['CA'],,tt7074092,4.4,6415.0,14.599,5.5
ts84772,Ingress: The Animation,SHOW,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",2018,TV-MA,24,"['scifi', 'animation', 'action']",['JP'],1.0,tt9561968,6.5,575.0,9.045,7.1
tm321627,Ali's Wedding,MOVIE,"After a ""white lie"" which spirals out of control, a neurotic, naive and musically gifted Muslim cleric's eldest son must follow through with an arranged marriage, except he is madly in love with an Australian born-Lebanese girl.",2017,,110,"['comedy', 'drama', 'romance']",['AU'],,tt2782692,6.9,5216.0,5.041,7.0
tm370628,Fred Armisen: Standup for Drummers,MOVIE,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",2018,,65,"['comedy', 'music']",['US'],,tt7924798,5.8,1351.0,4.327,6.2
tm322569,Hasan Minhaj: Homecoming King,MOVIE,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.",2017,,72,"['comedy', 'documentation']",['US'],,tt6900644,8.2,7666.0,7.236,7.704
ts85217,Motown Magic,SHOW,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush -- and the classic sounds of Motown.",2018,TV-Y,15,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],2.0,tt8959860,8.0,303.0,4.786,9.3
ts77770,Fate/Extra Last Encore,SHOW,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",2018,,27,"['action', 'animation', 'fantasy']",['JP'],2.0,tt7940468,5.4,881.0,19.484,7.4
ts57985,Free Rein,SHOW,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2017,TV-G,28,"['action', 'comedy', 'drama', 'family', 'documentation']",['US'],3.0,tt6928052,7.2,2271.0,26.324,7.925
tm430057,Weapon of Choice,MOVIE,"""They never fail."" The Glock pistol has been fetishised in films and the arts, and is a regular topseller in the international arms market. For the first time, the filmmaking duo Fritz Ofner and Eva Hausberger tell the story of the rise of the Glock: An Austrian design that became the most sought-after service and murder weapon worldwide. Tracing the web of power, money, violence and politics, the film masterfully portrays the dark sides of globalisation and not least an Austrian tale of willful ignorance.",2018,,90,"['documentation', 'european']","['IQ', 'US', 'AT']",,tt7683350,4.9,169.0,2.37,5.2
ts57116,Ask the Doctor,SHOW,"An innovative, fun, and exploratory factual series that addresses the state of the nation's health, the latest in medical treatments and the future of healthcare as we know it.",2017,,28,['documentation'],['AU'],3.0,tt7188736,6.5,310.0,3.292,7.125
ts84779,Haunted,SHOW,"Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments.",2018,TV-MA,25,"['documentation', 'horror', 'reality']",['US'],3.0,tt9077192,4.7,3388.0,16.499,6.998
tm286520,Jim Gaffigan: Cinco,MOVIE,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,2017,,73,['comedy'],['US'],,tt6090102,7.1,2482.0,3.918,7.0
tm434676,Joe Rogan: Strange Times,MOVIE,"Outspoken as ever, comedian Joe Rogan takes on politics, pro wrestling, pot laws, cats, vegans and much more in a stand-up special shot in Boston.",2018,,63,['comedy'],['US'],,tt9017614,7.3,4536.0,3.522,7.1
tm348386,Resurface,MOVIE,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,2017,,27,"['documentation', 'sport', 'war']",['US'],,tt6081408,7.1,286.0,2.554,7.048
tm422359,Aurora,MOVIE,The passenger ship Aurora mysteriously collides into the rocky sea threatening an entire island. A young woman and her sister must both survive by finding the missing dead for a bounty.,2018,,110,"['horror', 'thriller']",['PH'],,tt8821182,4.4,639.0,3.821,5.0
tm426202,Demetri Martin: The Overthinker,MOVIE,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",2018,,56,['comedy'],['US'],,tt7725144,7.2,1805.0,5.106,6.7
ts84574,Salt Fat Acid Heat,SHOW,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",2018,,43,['documentation'],['US'],1.0,tt8772088,7.7,2606.0,2.209,8.2
ts81036,The Who Was? Show,SHOW,Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,2018,TV-PG,24,"['family', 'comedy']",['US'],1.0,tt7488702,6.5,639.0,3.169,7.0
tm416121,Kuntilanak,MOVIE,"A group of kids agree to explore an abandon house in order to win a reality show contest, which requires them to prove that the stories of the evil Kuntilanak are real. They soon discover that the ghost is very much real when it appears from an old mirror and starts haunting them.",2018,,105,"['horror', 'comedy', 'family']",['ID'],,tt8512746,4.6,729.0,7.076,6.06
tm359713,El Camino Christmas,MOVIE,"A young man seeking a father he has never met, through no fault of his own, ends up barricaded in a liquor store with five other people on Christmas Eve in the fictitious town of El Camino, NV.",2017,,89,"['drama', 'comedy', 'crime', 'western']",['US'],,tt3255590,5.7,9808.0,8.194,5.616
